.	0	2	11	22	27	32	37	
A	82	7	11	22	27	32	37	42	
A	82	10016	688196	1036738	1373819	2338280	4065448	9572768	
A	83	7	11	22	27	32	37	42	
A	83	10178	721686	1079108	1439160	2468333	4216275	9699884	
A	84	7	11	22	27	32	37	42	
A	84	10080	716085	1070166	1442190	2519025	4250774	9604283	
A	85	7	11	22	27	32	37	42	
A	85	12018	761861	1138229	1522966	2630084	4377538	9672920	
A	86	7	11	22	27	32	37	42	
A	86	11933	762928	1140034	1532370	2658848	4395071	9562982	
A	87	7	11	22	27	32	37	42	
A	87	12424	845618	1261019	1650766	2756059	4476875	9478397	
A	88	7	11	22	27	32	37	42	
A	88	12074	830644	1288265	1705420	2850251	4655072	9650984	
A	89	7	11	22	27	32	37	42	
A	89	12284	860688	1338998	1744661	2875726	4702046	9522475	
A	90	7	11	22	27	32	37	42	
A	90	12245	917396	1435139	1842250	2937140	4775622	9575190	
A	91	7	11	22	27	32	37	42	
A	91	11793	904355	1440402	1898403	3033590	4909665	9653877	
A	92	7	11	22	27	32	37	42	
A	92	12342	959444	1490447	1933348	3057527	4900464	9431525	
A	93	7	11	22	27	32	37	42	
A	93	12458	984298	1544876	2027767	3155856	5043264	9600276	
A	94	7	11	22	27	32	37	42	
A	94	12328	1075716	1660650	2159432	3266668	5144388	9629990	
A	95	7	11	22	27	32	37	42	
A	95	12378	1002084	1601991	2153082	3266270	5152931	9555310	
A	96	7	11	22	27	32	37	42	
A	96	11231	984716	1573738	2123363	3282567	5223351	9640646	
A	97	7	11	22	27	32	37	42	
A	97	12144	1014657	1606396	2152704	3330575	5292359	9653779	
A	98	7	11	22	27	32	37	42	
A	98	11699	993158	1567593	2120343	3343929	5294149	9490656	
A	99	7	11	22	27	32	37	42	
A	99	11917	1039026	1622813	2181710	3469464	5424246	9473670	
A	100	7	11	22	27	32	37	42	
A	100	12723	1106076	1720404	2325296	3781812	5828295	9758254	
A	101	7	11	22	27	32	37	42	
A	101	13125	1171572	1785933	2358953	3772784	5701887	9283154	
A	102	7	11	22	27	32	37	42	
A	102	12509	1106067	1785091	2404008	3919522	5905076	9443153	
A	103	7	11	22	27	32	37	42	
A	103	11921	1120523	1754913	2460966	4012220	6041316	9502785	
A	104	7	11	22	27	32	37	42	
A	104	12302	1157183	1773293	2516828	3991484	6011438	9358528	
A	105	7	11	22	27	32	37	42	
A	105	13420	1183986	1816765	2627980	4105750	6160711	9544341	
A	106	7	11	22	27	32	37	42	
A	106	14822	1203164	1837387	2654167	4119602	6156326	9460928	
A	107	7	11	22	27	32	37	42	
A	107	15356	1247965	1896355	2734363	4214859	6270009	9509847	
A	108	7	11	22	27	32	37	42	
A	108	15245	1287977	1954172	2816517	4335856	6401447	9591466	
A	109	7	11	22	27	32	37	42	
A	109	17830	1407236	2078121	2988886	4350550	6325766	9357224	
A	110	7	11	22	27	32	37	42	
A	110	17930	1379804	2104722	3062884	4496483	6486983	9554175	
A	111	7	11	22	27	32	37	42	
A	111	15996	1399205	2089716	3093804	4580013	6537795	9571760	
A	112	7	11	22	27	32	37	42	
A	112	16431	1448736	2127930	3225032	4633860	6639942	9654063	
A	113	7	11	22	27	32	37	42	
A	113	16848	1495615	2193716	3303391	4723544	6660064	9622210	
A	114	7	11	22	27	32	37	42	
A	114	15679	1546792	2259783	3379586	4800507	6685622	9608763	
A	115	7	11	22	27	32	37	42	
