.	117	344	2684187	16518140	23712735	30009566	41620736	63137532	153064496	
.	118	2	8	12	22	27	32	37	41	
.	118	2006	3154385	16753495	23806160	30266592	42279415	63502915	153064496	
.	119	2	8	12	22	27	32	37	41	
.	119	1370	3487023	17374181	24606927	31190731	43406336	64128457	153064496	
.	120	2	8	12	22	27	32	37	41	
.	120	7165	4064468	17068545	24684702	31460864	44163517	64388537	153064496	
.	121	2	8	12	22	27	32	37	41	
.	121	880	4481352	17345391	24788302	31652042	44760165	64682699	153064496	
.	122	2	8	12	22	27	32	37	41	
.	122	2741	4854150	17366662	24904321	31943839	45293256	65027892	153064496	
.	123	2	8	12	22	27	32	37	41	
.	123	1313	5113506	18160237	25889427	33205312	46759027	66123651	153064496	
.	124	2	8	12	22	27	32	37	41	
.	124	6820359	11761084	23890647	31209537	38263218	51186227	69377410	153064496	
.	125	2	8	12	22	27	32	37	41	
.	125	7092635	11878012	24207653	31479741	38873502	51871549	70181786	153064496	
.	126	2	8	12	22	27	32	37	41	
.	126	9583	4954821	18362392	26463012	34377297	48049248	67587938	153064496	
.	127	2	8	12	22	27	32	37	41	
.	127	620	5153621	18645564	26821213	34791646	48462738	67959313	153064496	
.	128	2	8	12	22	27	32	37	41	
.	128	1786	5528911	19300094	27532880	35690090	49383116	68997845	153064496	
.	129	2	8	12	22	27	32	37	41	
.	129	6679521	11881861	25440030	33444729	41552892	54361026	72741267	153064496	
.	130	2	8	12	22	27	32	37	41	
.	130	6654798	11831966	25662636	33720872	42385481	55119246	73455589	153064496	
.	131	2	8	12	22	27	32	37	41	
.	131	4992	5497836	20237579	29390450	38932494	52186041	71865464	153064496	
.	132	2	8	12	22	27	32	37	41	
.	132	6562074	11553152	25728950	34279189	43390748	55657408	74661216	153064496	
.	133	2	8	12	22	27	32	37	41	
.	133	6812229	11909848	26414089	35160462	44859013	57261368	76331145	153064496	
.	134	2	8	12	22	27	32	37	41	
.	134	13346898	18107543	32211120	40614098	50056228	61461005	79471212	153064496	
.	135	2	8	12	22	27	32	37	41	
.	135	25287	5027568	21292136	30837935	41766539	54630562	75452867	153064496	
.	136	2	8	12	22	27	32	37	41	
.	136	12985479	17336450	32036386	40650626	49833303	61043394	79936210	153064496	
.	137	2	8	12	22	27	32	37	41	
.	137	25016	4982944	21733960	31806936	42376416	55055853	76766941	153064496	
.	138	2	8	12	22	27	32	37	41	
.	138	5908388	10815483	26996725	36687439	46750086	59271171	79367937	153064496	
.	139	2	8	12	22	27	32	37	41	
.	139	6407980	11699459	27806105	37207128	47918095	60499150	80768560	153064496	
.	140	2	8	12	22	27	32	37	41	
.	140	20529048	25424201	39240630	46846932	56466742	67153162	85091244	153064496	
.	141	2	8	12	22	27	32	37	41	
.	141	13534752	17892907	33580944	42150069	52953883	63934012	83313745	153064496	
.	142	2	8	12	22	27	32	37	41	
.	142	8007	5006477	23344024	33092890	44370109	58129270	80763108	153064496	
.	143	2	8	12	22	27	32	37	41	
.	143	19315995	24356929	39225472	47438284	57469046	67671201	86406074	153064496	
.	144	2	8	12	22	27	32	37	41	
.	144	31974	5360731	24365689	34335040	47239497	60114063	82187570	153064496	
.	145	2	8	12	22	27	32	37	41	
.	145	13061714	18229342	34804336	44510886	55370749	66448368	86151398	153064496	
.	146	2	8	12	22	27	32	37	41	
